,Product_code,Words,sentences
1360,B098P62W63,battery,"I can say thatPros:144 hz display1650 is neatRGB is a nice touchSSD boot times are goodI couldn’t get any good games to benchmark but it gave around 60fps on max on Genshin since it’s capped on 60 FPS.Armoury crateCons :i5 is ehThe battery life is mediocreThe temps go up to 90c sometimes it’s usually around 75-85 so it’s not half badThe camera is average
The media could not be loaded."
1361,B098P62W63,battery,"Eye light sensitivity is incredible, doesn't harm eyes if you look at keyboard under RGB effect for couple of minutes.But the battery....  i don't know, this being my 1st laptop buy, I recharged it fully while doing windows setup,then let it drain entirely while setting up windows stuff and the recharged it again."
1362,B098P62W63,battery,"So I am not rating any star for gaming.I will do hardcore test, Will definitely give more review in coming days regarding gaming and battery.For the time being Overall product is a Good Buy."
1363,B098P62W63,battery,"It's battery life is very good when ur not playing any games but when playing playing games the battery will drain in an hour or so.overall I played Minecraft,fortnite and GTA V the fps are good and the laptop does not heat at all."
1364,B098P62W63,battery,"Great entry/mid level gaming laptop, excellent build quality and ergonomics, of course don't be expecting great battery life on this but it can hold up to about 3-4 hours easily (not while gaming though), It can pretty much run any AAA titles on medium at 1080p 60fps (Can crank up some older games to high/ultra) with no lag whatsoever and that 144hz refresh panel while playing FPS games like Doom or CSGO is so satisfying!"
1365,B098P62W63,battery,"\xa0laptops performance so good but one genuine issue battery backup only 2 hrs backupIn product description: mention time 6,7 hrsSo if you want battery backup don't go for itI am only disappointed with battery issue
The media could not be loaded."
1366,B098P62W63,battery,On battery its good but battery drain fast while gaming when not plugged in (charging)No heating on laptop body but inside its about 60°- 90° thanks to fans in laptop that keeps it cool.Laptop body is strong but don't know if its scratch resistant.If you are going to use it for work which includes designing or photoshop the display is not made for it.No finger print unlock and face unlock.camera is 720p but not good.If you want to do gaming in low budget go for it.
1367,B098P62W63,battery,"The finishing and materials used is very good as it is tuf series.The overall performance is good in this segment the main drawback is battery life is too less around 2 hrs with compare to the others, upgradibilty is good option with 32 gb of RAM, 1 ssd and 1 hdd."
1368,B098P62W63,battery,"\xa0been using this from 3 days nd i have to say the build quality of the laptop is top notch although its completely plastic build but feel sturdy nd premium as well now talking about the performance oh man oh man as i mentioned this machine is beast this is meant to give dhasu performance in every aspect now as this is a gaming laptop so it can run most of the game without any stress but one thing i didn't like much the battery performance nd the web cam bit also this is gaming laptop so i can understand about Battery so the conclusion is if you the budget nd your looking for a gaming laptop with closed eyes go for this you will never regret this is the best gaming laptop under 60k😎⚡🔥
The battery lasts about 55 to 70 minutes maximum.Even in general usage.Laptop is sturdy in built but the battery life of less than an hour is disappointing with the normal browsing.This sounds a good deal until you start using it and battery disappoints you every 40 mins."
1369,B098P62W63,battery,\xa0Awesome laptop for multitasking in this price range RGB keyboard is awesome and it takes around 4-5 secs to boot all because of SSD I believe and also there are no heating issues found battery lasts around 3hrs if we continuosly listen online classes it can be upgraded to Win 11  The only thing disappointed me is this variant is without MS office activated  camera quality is very good I expected a more battery life but as it is a gaming laptop the battery backup is ok and thanks to honeycomb design it really helps in heat dissipation as mentioned it meets military standards and when in charging turbo mode is activated which helps a lot only one small suggestion plz keep refresh rate @144Hz so that you will not face any screen blank issue for 2-3 secs when you connect or disconnect power source.
1370,B098P62W63,battery,"it is made for those who are looking for daily usage with lil bit higher performance @ price point of 60k and 65k3.it has fake thermal vents i will explain why it has got them at the bottom.because asus claims that it has got self cleaning fans to keep the fans safe from dust and etc they made ventilation beside the fans so that it will do cooling as well as protets fans to keep your laptop long life lasting4.no battrry issue as this is gaming laptop u have to use it on charging mode only5.it is futuristic laptop better than lenovo legion 5 and hp gaming laptop at this price point6.just go for it
Okay bought This in the sale for 58K , I agree with most of the comments for the pros , So I'm only going to talk about the consIf you are a student , want to code and stuff , and less gaming , it's great , the only major issue is the Battery life  , it doesn't last that long , Gave me about 3 hrs of runtime while setuping it , the decrease rate of battery percentage was noticable .....I would suggest looking for other laptop with more battery life  if your main focus is productivity rather than gamingSo in short yeah the battery sucks , and for other stuff it's a beast 🔥
I Just Feel like the battery drains faster than you could imagine."
1371,B098P62W63,battery,Then go for it...it will worth of price...Yes there is some issue for battery bcz its hold only 2:30 - 3:30 hrs battery backup..but if u want this type of performance and build quality you have to adjust somewhere....And if you only want for official use then u can go for another laptop which have good battery life....but in this laptop there are lot of new features like asus armour crate which gives you customise your all laptop setting like lighting and performance quality and hats off for that.....for heavy software and gaming this laptop is just god in this price seg...I bought in sale around 55000rs...so my final recommention will be take this laptop and just feel it's power....
